CDT_time,bar_fence,u_1_5m_uconv,u_3m_uconv,u_4_5m_uconv,u_6m_uconv,u_10m_uconv,bar_fence_1,u_1_5m_lconv,u_3m_lconv,u_4_5m_lconv,u_6m_lconv,u_8_5m_lconv,u_10m_lconv,u_15m_lconv,u_20m_lconv,bar_fence_2,v_1_5m_uconv,v_3m_uconv,v_4_5m_uconv,v_6m_uconv,v_10m_uconv,bar_fence_3,v_1_5m_lconv,v_3m_lconv,v_4_5m_lconv,v_6m_lconv,v_8_5m_lconv,v_10m_lconv,v_15m_lconv,v_20m_lconv,bar_fence_4,w_1_5m_uconv,w_3m_uconv,w_4_5m_uconv,w_6m_uconv,w_10m_uconv,bar_fence_5,w_1_5m_lconv,w_3m_lconv,w_4_5m_lconv,w_6m_lconv,w_8_5m_lconv,w_10m_lconv,w_15m_lconv,w_20m_lconv,bar_fence_6,tc_1_5m_uconv,tc_3m_uconv,tc_4_5m_uconv,tc_6m_uconv,tc_10m_uconv,bar_fence_7,tc_1_5m_lconv,tc_3m_lconv,tc_4_5m_lconv,tc_6m_lconv,tc_8_5m_lconv,tc_10m_lconv,tc_15m_lconv,tc_20m_lconv,bar_fence_8,w_tc__1_5m_uconv,w_tc__3m_uconv,w_tc__4_5m_uconv,w_tc__6m_uconv,w_tc__10m_uconv,bar_fence_9,w_tc__1_5m_lconv,w_tc__3m_lconv,w_tc__4_5m_lconv,w_tc__6m_lconv,w_tc__8_5m_lconv,w_tc__10m_lconv,w_tc__15m_lconv,w_tc__20m_lconv,bar_fence_10,u_w__1_5m_uconv,u_w__3m_uconv,u_w__4_5m_uconv,u_w__6m_uconv,u_w__10m_uconv,bar_fence_11,u_w__1_5m_lconv,u_w__3m_lconv,u_w__4_5m_lconv,u_w__6m_lconv,u_w__8_5m_lconv,u_w__10m_lconv,u_w__15m_lconv,u_w__20m_lconv,bar_fence_12,v_w__1_5m_uconv,v_w__3m_uconv,v_w__4_5m_uconv,v_w__6m_uconv,v_w__10m_uconv,bar_fence_13,v_w__1_5m_lconv,v_w__3m_lconv,v_w__4_5m_lconv,v_w__6m_lconv,v_w__8_5m_lconv,v_w__10m_lconv,v_w__15m_lconv,v_w__20m_lconv
14:17:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
14:22:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
14:27:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
14:32:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
14:37:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
14:42:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
14:47:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
14:52:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
14:57:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:02:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:07:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:12:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:17:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:22:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:27:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:32:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:37:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:42:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:47:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:52:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
15:57:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:02:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:07:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:12:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:17:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:22:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:27:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:32:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:37:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:42:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:47:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:52:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
16:57:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:02:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:07:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:12:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:17:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:22:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:27:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:32:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:37:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:42:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:47:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:52:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
17:57:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:02:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:07:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:12:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:17:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:22:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:27:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:32:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:37:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:42:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:47:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:52:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
18:57:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
